label,n_features,lgb_best_iter,cb_best_iter,lgb_solo,cb_solo,w_lgb,w_cb,score_A_holdout,score_B_oof,diff_A,diff_B,guardrail_status,elapsed_min
"WITHOUT (v14 기준선, 101개 피처)",101,171,360,809.2749052803439,840.8135856548538,4.009975385978787,0.4887540006917027,836.3545773383053,2009.2285717174695,0.004577338305239209,-0.001428282530469005,FAIL ❌,6.459101498126984
"WITH (v39 세트포지션 2개 추가, 103개 피처)",103,184,243,805.0401952844122,820.8996460039142,5.210317174709958,-0.782388303565458,794.4904637592009,2017.7429707166405,-41.859536240799116,8.512970716640439,FAIL ❌,4.305466465155283
