label,n_features,lgb_best_iter,cb_best_iter,lgb_solo,cb_solo,score_A_holdout,score_B_oof,elapsed_min,diff_A,diff_B,verdict
"WITHOUT (v14 기준선, 101개 피처)",101,171,360,809.2749052803439,840.8135856548538,836.3545773383053,2009.2285717174695,5.958552936712901,-4.877525801061438,7.457363079088736,"보류 ⚠️   OOF만 소폭 개선, 홀드아웃 미개선"
"WITH (v20 Trackman 물리 정제 5개 추가, 106개 피처)",106,184,326,818.5173125355161,825.7867879333692,831.4770515372438,2016.6859347965583,5.627713203430176,-4.877525801061438,7.457363079088736,"보류 ⚠️   OOF만 소폭 개선, 홀드아웃 미개선"
