label,n_features,lgb_best_iter,cb_best_iter,lgb_solo,cb_solo,score_A_holdout,score_B_oof,elapsed_min,diff_A,diff_B,verdict
"WITHOUT (v14 기준선, 101개 피처)",101,171,360,809.2749052803439,840.8135856548538,836.3545773383053,2009.2285717174695,6.096599900722504,-24.86892941391261,10.972260220776207,"보류 ⚠️   OOF만 소폭 개선, 홀드아웃 미개선"
"WITH (v19 xCTRL 볼카운트 기대 제구 4개 추가, 105개 피처)",105,199,320,810.2479865326195,843.6475821879009,811.4856479243927,2020.2008319382458,5.798889303207398,-24.86892941391261,10.972260220776207,"보류 ⚠️   OOF만 소폭 개선, 홀드아웃 미개선"
